case,quarter,R.mth,age,country,1st time visitor,nbr visit past 3 yrs,mode of arrival,carrier,purpose of visit,purpose of visit_Grp,pov6a,Mono-SIN,Last Port,Next Port,length of stay,Travel Type,gender,marital status,companion_1,companion_2,companion_3,companion_4,companion_5,companion_6,accomodation ($),shop ($),fnb ($),transport ($),medical ($),others ($),Total
"21,146",4,12,20-24 yrs,Indonesia,No,8,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Female,single,Siblings,,,,,,0.00,148.16,58.13,14.53,0.00,0.00,220.82
"21,147",4,12,35-39 yrs,Indonesia,No,20,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,325.16,29.06,14.53,0.00,0.00,368.76
"21,148",4,12,35-39 yrs,Indonesia,No,12,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,Children aged 0-7 yrs,,,,,0.00,300.16,24.22,7.27,0.00,0.00,331.65
"21,149",4,12,30-34 yrs,Indonesia,No,15,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,,,,,,0.00,900.16,87.19,25.43,0.00,0.00,"1,012.78"
"21,150",4,12,45-49 yrs,Indonesia,No,4,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,18.00,FIT,Male,married,Alone,,,,,,0.00,425.16,29.06,16.15,0.00,0.00,470.37
"21,151",4,12,55-59 yrs,Indonesia,No,6,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,29.00,FIT,Male,married,Spouse,,,,,,0.00,165.16,25.05,7.52,0.00,0.00,197.73
"21,152",4,12,40-44 yrs,Indonesia,No,50,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,125.16,29.06,0.00,0.00,0.00,154.23
"21,153",4,12,45-49 yrs,Indonesia,No,4,Air,Singapore Airlines Limited (SIA),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Male,married,Spouse,Children aged 0-7 yrs,,,,,0.00,125.16,0.00,8.39,0.00,0.00,133.55
"21,154",4,12,35-39 yrs,Indonesia,No,20,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Children aged 8-12 yrs,Siblings,,,,,203.44,203.91,181.64,21.80,0.00,0.00,610.80
"21,155",4,12,25-29 yrs,Indonesia,No,3,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,151.16,29.06,18.89,0.00,0.00,199.12
"21,156",4,12,20-24 yrs,Indonesia,No,20,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,single,Alone,,,,,,0.00,305.16,232.50,58.13,0.00,0.00,595.79
"21,193",4,12,40-44 yrs,Indonesia,No,2,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,793.19,425.16,167.79,67.12,0.00,0.00,"1,453.26"
"21,202",4,12,50-54 yrs,Indonesia,No,3,Air,Garuda Indonesia (GIA),To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Spouse,,,,,,419.48,665.16,117.46,50.34,0.00,0.00,"1,252.44"
"21,203",4,12,60-64 yrs,Indonesia,No,3,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,single,Alone,,,,,,604.06,485.16,100.68,67.12,0.00,0.00,"1,257.01"
"21,215",4,12,45-49 yrs,Indonesia,No,6,Air,AirAsia Berhad (AXM),General business purpose,Business,Business,Mono-SIN,No,No,4.00,FIT,Female,married,Spouse,Children aged 0-7 yrs,,,,,161.08,225.16,146.82,41.95,0.00,0.00,575.01
"21,228",4,12,40-44 yrs,Indonesia,No,7,Air,Batavia Air (BTV),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Male,married,Spouse,Children aged 0-7 yrs,Children aged 8-12 yrs,,,,120.81,125.16,100.68,53.69,0.00,0.00,400.35
"21,278",4,12,35-39 yrs,Indonesia,No,3,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,795.51,275.16,167.79,67.12,0.00,0.00,"1,305.58"
"21,290",4,12,50-54 yrs,Indonesia,No,2,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,795.51,585.16,201.35,67.12,0.00,0.00,"1,649.14"
"21,292",4,12,45-49 yrs,Indonesia,No,4,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,793.19,225.16,167.79,100.68,0.00,0.00,"1,286.82"
"21,335",4,12,30-34 yrs,Indonesia,No,2,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Female,single,Alone,,,,,,0.00,325.16,0.00,17.44,0.00,0.00,342.60
"21,358",4,12,40-44 yrs,Indonesia,Yes,,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Female,married,Spouse,Other relatives,,,,,107.39,165.16,67.12,16.78,0.00,0.00,356.45
"21,361",4,12,15-19 yrs,Indonesia,No,0,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Female,single,Parents/ Parents-in-law,Siblings,,,,,108.99,158.50,29.06,14.53,0.00,0.00,311.08
"21,362",4,12,40-44 yrs,Indonesia,No,100,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,150.16,14.53,72.66,0.00,0.00,237.35
"21,363",4,12,65 yrs & above,Indonesia,No,3,Sea,,In-house company training,Education,Education,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,0.00,125.16,87.19,43.59,0.00,0.00,255.95
"21,364",4,12,45-49 yrs,Indonesia,No,3,Sea,,"Others - Work Related (e.g. visa, insurance, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,125.16,21.80,8.72,0.00,0.00,155.68
"21,365",4,12,55-59 yrs,Indonesia,No,36,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Male,married,Spouse,,,,,,0.00,410.16,48.44,24.22,0.00,0.00,482.82
"21,366",4,12,25-29 yrs,Indonesia,Yes,,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,Pkg,Female,married,Parents/ Parents-in-law,Others,,,,,89.60,425.16,0.00,0.00,0.00,0.00,514.76
"21,367",4,12,45-49 yrs,Indonesia,No,2,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,Children aged 13-19 yrs,,,,,0.00,125.16,48.44,19.38,0.00,0.00,192.98
"21,368",4,12,50-54 yrs,Indonesia,No,0,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,No,2.00,FIT,Male,married,Spouse,Children aged 8-12 yrs,Children aged 13-19 yrs,Other relatives,,,0.00,185.16,67.12,33.56,0.00,0.00,285.84
"21,369",4,12,20-24 yrs,Indonesia,No,10,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Siblings,,,,,,484.38,791.83,242.19,48.44,0.00,0.00,"1,566.84"
"21,370",4,12,30-34 yrs,Indonesia,No,30,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,17.00,FIT,Female,married,Children aged 0-7 yrs,Children aged 8-12 yrs,,,,,0.00,177.66,4.27,3.42,0.00,0.00,185.36
"21,371",4,12,25-29 yrs,Indonesia,No,50,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,No,4.00,FIT,Male,married,Spouse,Children aged 0-7 yrs,Parents/ Parents-in-law,Siblings,,,0.00,350.16,251.69,41.95,0.00,0.00,643.80
"21,372",4,12,20-24 yrs,Indonesia,Yes,,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,9.00,FIT,Female,single,Friends,,,,,,0.00,200.16,35.52,24.22,0.00,0.00,259.90
"21,373",4,12,25-29 yrs,Indonesia,No,2,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Female,single,Alone,,,,,,0.00,191.36,0.00,13.37,0.00,0.00,204.73
"21,374",4,12,40-44 yrs,Indonesia,No,5,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,125.16,7.27,29.06,0.00,0.00,161.49
"21,375",4,12,40-44 yrs,Indonesia,No,2,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,125.16,29.06,34.88,0.00,0.00,189.10
"21,376",4,12,20-24 yrs,Indonesia,No,25,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,20.00,FIT,Female,single,Alone,,,,,,0.00,225.16,29.06,14.53,0.00,0.00,268.76
"21,377",4,12,25-29 yrs,Indonesia,No,35,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Alone,,,,,,0.00,155.16,14.53,10.90,0.00,0.00,180.59
"21,393",4,12,45-49 yrs,Indonesia,No,1,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Female,married,Children aged 13-19 yrs,,,,,,464.23,526.83,74.57,18.64,0.00,0.00,"1,084.28"
"21,433",4,12,65 yrs & above,Indonesia,No,2,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Female,married,Other relatives,,,,,,0.00,125.16,0.00,0.00,0.00,0.00,125.16
"21,434",4,12,65 yrs & above,Indonesia,No,4,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Male,married,Spouse,,,,,,0.00,125.16,27.97,2.80,0.00,0.00,155.93
"21,435",4,12,55-59 yrs,Indonesia,No,2,Air,AirAsia Berhad (AXM),Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,0.00,125.16,83.90,27.97,"1,000.00",0.00,"1,237.03"
"21,436",4,12,35-39 yrs,Indonesia,No,2,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Male,married,Children aged 0-7 yrs,Children aged 8-12 yrs,,,,,436.26,360.16,167.79,55.93,0.00,0.00,"1,020.15"
"21,437",4,12,15-19 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,No,1.00,Pkg,Female,single,Others,,,,,,89.60,135.16,17.79,28.00,0.00,0.00,270.56
"21,438",4,12,50-54 yrs,Indonesia,Yes,,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,No,1.00,Pkg,Male,married,Spouse,,,,,,89.60,325.16,17.79,28.00,0.00,0.00,460.56
"21,449",4,12,25-29 yrs,Indonesia,No,50,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Male,single,Partner/ Boyfriend/ Girlfriend,,,,,,508.60,125.16,72.66,58.13,0.00,0.00,764.55
"21,454",4,12,50-54 yrs,Indonesia,No,30,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Siblings,,,,,,0.00,275.16,58.13,14.53,0.00,0.00,347.82
"21,468",4,12,35-39 yrs,Indonesia,No,1,Air,AirAsia Berhad (AXM),Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,2.00,FIT,Male,married,Parents/ Parents-in-law,,,,,,397.75,"1,125.16",167.79,67.12,"1,000.00",0.00,"2,757.83"
"21,471",4,12,50-54 yrs,Indonesia,No,2,Air,AirAsia Berhad (AXM),To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,55.93,"1,125.16",55.93,55.93,0.00,0.00,"1,292.96"
"21,472",4,12,30-34 yrs,Indonesia,No,5,Air,AirAsia Berhad (AXM),General business purpose,Business,Business,Mono-SIN,No,No,6.00,FIT,Female,married,Alone,,,,,,582.26,"1,625.16",279.66,167.79,0.00,0.00,"2,654.87"
"21,473",4,12,20-24 yrs,Indonesia,No,0,Air,China Airlines Limited (CAL),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Female,single,Parents/ Parents-in-law,Siblings,,,,,0.00,125.16,55.93,0.00,0.00,0.00,181.10
"21,492",4,12,45-49 yrs,Indonesia,No,6,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,26.00,FIT,Female,single,Alone,,,,,,0.00,405.16,22.36,5.59,0.00,0.00,433.11
"21,493",4,12,30-34 yrs,Indonesia,No,36,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,125.16,10.17,43.59,0.00,0.00,178.93
"21,494",4,12,45-49 yrs,Indonesia,No,2,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,0.00,425.16,58.13,58.13,0.00,0.00,541.42
"21,497",4,12,55-59 yrs,Indonesia,No,10,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Alone,,,,,,145.31,243.16,43.59,29.06,0.00,0.00,461.14
"21,528",4,12,15-19 yrs,Indonesia,No,0,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,7.00,FIT,Male,single,Other relatives,,,,,,0.00,125.16,23.97,11.99,0.00,0.00,161.12
"21,529",4,12,30-34 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Friends,,,,,,83.90,225.16,50.34,16.78,0.00,0.00,376.18
"21,530",4,12,30-34 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Alone,,,,,,0.00,125.16,41.95,25.17,0.00,0.00,192.28
"21,531",4,12,45-49 yrs,Indonesia,No,5,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Male,married,Spouse,Children aged 8-12 yrs,,,,,89.84,175.16,25.17,12.58,0.00,0.00,302.75
"21,539",4,12,15-19 yrs,Indonesia,No,2,Air,Philippine Airlines Inc (PAL),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Male,single,Siblings,,,,,,617.37,425.16,251.69,83.90,0.00,0.00,"1,378.12"
"21,544",4,12,55-59 yrs,Indonesia,No,5,Air,Lion Airlines (LNI),General business purpose,Business,Business,Multi-Destination,Yes,Yes,2.00,FIT,Male,married,Alone,,,,,,838.16,244.16,117.46,0.00,0.00,0.00,"1,199.78"
"21,575",4,12,20-24 yrs,Indonesia,No,6,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Female,single,Alone,,,,,,0.00,125.16,100.68,13.42,0.00,0.00,239.26
"21,610",4,12,50-54 yrs,Indonesia,No,2,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Female,single,Spouse,Children aged 8-12 yrs,,,,,134.23,125.16,111.86,55.93,0.00,0.00,427.19
"21,652",4,12,25-29 yrs,Indonesia,Yes,,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Male,married,Spouse,Children aged 13-19 yrs,,,,,83.90,425.16,41.95,31.46,0.00,0.00,582.47
"21,654",4,12,45-49 yrs,Indonesia,No,0,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,179.67,525.16,223.72,55.93,0.00,0.00,984.49
"21,655",4,12,50-54 yrs,Indonesia,No,10,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Female,married,Parents/ Parents-in-law,,,,,,286.97,"1,925.16",167.79,67.12,"4,300.00",0.00,"6,747.04"
"21,658",4,12,30-34 yrs,Indonesia,No,0,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Alone,,,,,,0.00,125.16,419.48,167.79,0.00,0.00,712.44
"21,659",4,12,40-44 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Female,married,Spouse,,,,,,447.81,"1,125.16",83.90,50.34,0.00,0.00,"1,707.21"
"21,661",4,12,50-54 yrs,Indonesia,No,3,Air,Cathay Pacific Airways Limited (CPA),General business purpose,Business,Business,Multi-Destination,Yes,No,1.00,FIT,Male,single,Partner/ Boyfriend/ Girlfriend,,,,,,100.68,275.16,13.42,16.78,0.00,0.00,406.04
"21,684",4,12,40-44 yrs,Indonesia,No,0,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Male,married,Spouse,Children aged 13-19 yrs,,,,,246.95,325.16,67.12,22.37,0.00,0.00,661.60
"21,686",4,12,20-24 yrs,Indonesia,No,2,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Parents/ Parents-in-law,Siblings,,,,,125.84,"1,325.16",125.84,16.78,0.00,0.00,"1,593.63"
"21,687",4,12,45-49 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,7.00,FIT,Female,single,Alone,,,,,,0.00,425.16,0.00,0.00,0.00,0.00,425.16
"21,688",4,12,40-44 yrs,Indonesia,No,0,Air,Singapore Airlines Limited (SIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,F&E,Female,single,Other relatives,,,,,,119.78,525.16,67.12,16.78,0.00,0.00,728.84
"21,689",4,12,25-29 yrs,Indonesia,No,5,Air,Singapore Airlines Limited (SIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Alone,,,,,,825.93,625.16,134.23,100.68,0.00,0.00,"1,686.01"
"21,691",4,12,50-54 yrs,Indonesia,No,4,Air,Singapore Airlines Limited (SIA),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,No,3.00,FIT,Female,married,Spouse,,,,,,291.13,"1,125.16",335.59,139.83,0.00,0.00,"1,891.71"
"21,693",4,12,25-29 yrs,Indonesia,No,1,Air,SilkAir (Singapore) Pte Limited (SLK),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Male,married,Spouse,,,,,,419.08,150.16,83.90,33.56,0.00,0.00,686.70
"21,694",4,12,65 yrs & above,Indonesia,No,5,Air,SilkAir (Singapore) Pte Limited (SLK),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,430.21,"1,125.16",100.68,50.34,0.00,0.00,"1,706.39"
"21,695",4,12,25-29 yrs,Indonesia,No,0,Air,Batavia Air (BTV),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,302.03,375.16,100.68,44.74,0.00,0.00,822.61
"21,696",4,12,12-14 yrs,Indonesia,Yes,,Air,Batavia Air (BTV),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,7.00,FIT,Male,single,Alone,,,,,,0.00,325.16,0.00,0.00,0.00,0.00,325.16
"21,708",4,12,35-39 yrs,Indonesia,No,5,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,165.16,41.95,50.34,0.00,0.00,257.45
"21,709",4,12,45-49 yrs,Indonesia,No,1,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,,,,,,251.69,625.16,100.68,33.56,0.00,0.00,"1,011.09"
"21,710",4,12,30-34 yrs,Indonesia,No,1,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,4.00,FIT,Male,married,Business associates/ Colleagues,,,,,,263.43,525.16,83.90,33.56,0.00,0.00,906.05
"21,711",4,12,35-39 yrs,Indonesia,No,3,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,702.80,275.16,167.79,83.90,0.00,0.00,"1,229.65"
"21,718",4,12,25-29 yrs,Indonesia,No,1,Air,Garuda Indonesia (GIA),Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,2.00,FIT,Male,single,Parents/ Parents-in-law,,,,,,335.59,225.16,100.68,33.56,"2,000.00",0.00,"2,694.99"
"21,719",4,12,35-39 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,3.00,FIT,Female,married,Business associates/ Colleagues,,,,,,397.75,475.16,167.79,41.95,0.00,0.00,"1,082.66"
"21,720",4,12,45-49 yrs,Indonesia,No,3,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,860.42,195.16,234.91,100.68,0.00,0.00,"1,391.17"
"21,721",4,12,50-54 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,3.00,FIT,Male,married,Alone,,,,,,795.51,325.16,268.47,67.12,0.00,0.00,"1,456.26"
"21,722",4,12,40-44 yrs,Indonesia,No,4,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,"1,234.74",325.16,167.79,67.12,0.00,0.00,"1,794.82"
"21,737",4,12,50-54 yrs,Indonesia,No,5,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,"1,240.17",325.16,268.47,83.90,0.00,0.00,"1,917.70"
"21,738",4,12,40-44 yrs,Indonesia,No,3,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,795.51,175.16,134.23,67.12,0.00,0.00,"1,172.03"
"21,739",4,12,55-59 yrs,Indonesia,No,24,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,married,Spouse,,,,,,608.63,425.16,125.84,41.95,0.00,0.00,"1,201.59"
"21,740",4,12,55-59 yrs,Indonesia,No,20,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Male,married,Spouse,,,,,,728.17,278.66,88.09,41.95,0.00,0.00,"1,136.87"
"21,741",4,12,50-54 yrs,Indonesia,No,15,Air,Garuda Indonesia (GIA),Visiting an international student studying in Singapore,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,Children aged 20-39 yrs,,,,,"1,035.79",225.16,139.83,27.97,0.00,0.00,"1,428.75"
"21,742",4,12,50-54 yrs,Indonesia,Yes,,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,single,Siblings,,,,,,448.16,425.16,223.72,37.29,0.00,0.00,"1,134.33"
"21,749",4,12,20-24 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Male,single,Alone,,,,,,0.00,260.16,67.12,13.42,0.00,0.00,340.70
"21,752",4,12,30-34 yrs,Indonesia,No,6,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Friends,,,,,,"1,409.46",550.16,62.92,31.46,0.00,0.00,"2,054.01"
"21,754",4,12,15-19 yrs,Indonesia,No,1,Air,Freedom Air,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,single,Parents/ Parents-in-law,,,,,,223.72,525.16,55.93,16.78,0.00,0.00,821.60
"21,755",4,12,35-39 yrs,Indonesia,No,2,Air,Valuair (VLU),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,7.00,FIT,Female,single,Other relatives,,,,,,0.00,125.16,47.94,7.19,0.00,0.00,180.30
"21,758",4,12,30-34 yrs,Indonesia,No,10,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,single,Friends,,,,,,523.13,125.16,58.13,145.31,0.00,0.00,851.74
"21,761",4,12,30-34 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,married,Spouse,,,,,,251.69,146.66,223.72,27.97,0.00,0.00,650.04
"21,762",4,12,20-24 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Siblings,,,,,,535.26,225.16,167.79,62.92,0.00,0.00,991.14
"21,763",4,12,30-34 yrs,Indonesia,No,5,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Spouse,Children aged 8-12 yrs,Parents/ Parents-in-law,,,,559.31,557.83,67.12,22.37,0.00,0.00,"1,206.63"
"21,773",4,12,15-19 yrs,Indonesia,No,0,Air,Batavia Air (BTV),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,single,Parents/ Parents-in-law,,,,,,0.00,145.16,78.30,16.78,0.00,0.00,240.25
"21,785",4,12,55-59 yrs,Indonesia,No,20,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,175.16,21.80,50.86,0.00,0.00,247.82
"21,786",4,12,25-29 yrs,Indonesia,No,4,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,married,Spouse,,,,,,72.66,"3,325.16",24.22,19.38,0.00,0.00,"3,441.42"
"21,787",4,12,40-44 yrs,Indonesia,No,15,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,22.00,FIT,Female,married,Alone,,,,,,0.00,375.16,13.21,3.96,0.00,0.00,392.34
