id,qtr,mth,age,first_time_visit,visits_p3y,arrival_method,carrier,pov,pov_grp,multi_dest,last_port,next_port,stay_length,travel_type,gender,married,accom_exp,shopping_exp,fnb_exp,transport_exp,medical_exp,other_exp,total_exp,accompanying_pax,avg_exp,companions,companions_total,comp_alone,comp_colleagues,comp_partner,comp_friends,comp_family,comp_children
5178,2,Apr,45-49,No,1,Sea,Sea,Vis,Lei,Yes,No,Yes,0,FIT,Female,Yes,0.0,138.44,7.51,12.76,0.0,0.0,158.7,False,158.6999969482422,['Children aged 13-19 yrs'],Children aged 13-19 yrs,False,False,False,False,False,True
5180,2,Apr,20-24,Yes,0,Sea,Sea,Vis,Lei,Yes,No,Yes,0,FIT,Female,No,0.0,138.44,0.0,24.02,0.0,0.0,162.46,False,162.4600067138672,['Alone'],Alone,True,False,False,False,False,False
5185,2,Apr,20-24,No,2,Land,Land,Vis,Lei,Yes,Yes,Yes,0,FIT,Female,Yes,0.0,138.44,0.0,3.42,0.0,0.0,141.85,False,141.85000610351562,['Spouse'],Spouse,False,False,True,False,False,False
5189,2,Apr,45-49,No,2,Land,Land,Shop,Lei,Yes,Yes,Yes,0,FIT,Female,Yes,0.0,140.54,6.83,13.66,0.0,0.0,161.03,False,161.02999877929688,['Alone'],Alone,True,False,False,False,False,False
5190,2,Apr,45-49,No,50,Air,A_Otr,Vis,Lei,Yes,No,Yes,53,FIT,Female,Yes,0.0,188.44,6.44,3.22,0.0,0.0,198.1,False,3.737735964217276,['Spouse'],Spouse,False,False,True,False,False,False
5240,2,Apr,60-64,No,16,Air,AXM,Vis,Lei,No,No,No,6,FIT,Female,Yes,0.0,338.44,113.85,0.0,0.0,0.0,452.29,False,75.38166809082031,['Alone'],Alone,True,False,False,False,False,False
5241,2,Apr,45-49,No,8,Air,AXM,Acco_Hea,Lei,No,No,No,1,FIT,Male,Yes,529.41,1738.44,256.17,170.78,1700.0,0.0,4394.79,True,4394.7900390625,['Spouse'],Spouse,False,False,True,False,False,False
5242,2,Apr,35-39,No,10,Air,AXM,Stp,Lei,Yes,Yes,No,1,FIT,Female,Yes,0.0,138.44,102.47,34.16,0.0,0.0,275.06,False,275.05999755859375,['Alone'],Alone,True,False,False,False,False,False
5243,2,Apr,25-29,No,4,Air,AXM,Hol,Lei,No,No,No,14,FIT,Female,Yes,0.0,1238.44,170.78,24.4,0.0,0.0,1433.61,False,102.40071323939732,['Spouse'],Spouse,False,False,True,False,False,False
5278,2,Apr,25-29,No,3,Sea,Sea,Gen_B,Bus,No,No,No,28,FIT,Male,Yes,0.0,138.44,1.07,2.14,0.0,0.0,141.65,False,5.058928353445871,['Alone'],Alone,True,False,False,False,False,False
5279,2,Apr,40-44,No,2,Air,LNI,Hol,Lei,Yes,Yes,No,2,FIT,Female,Yes,256.17,188.44,85.39,25.62,0.0,0.0,555.61,False,277.80499267578125,['Children aged 8-12 yrs'],Children aged 8-12 yrs,False,False,False,False,False,True
5283,2,Apr,50-54,No,3,Air,AXM,Acco_Hea,Lei,No,No,No,5,FIT,Female,Yes,288.38,338.44,102.47,20.49,400.0,0.0,1149.78,True,229.956005859375,['Spouse'],Spouse,False,False,True,False,False,False
5284,2,Apr,35-39,No,5,Air,AXM,Otr_Lei,Lei,No,No,No,17,FIT,Female,Yes,346.68,288.44,8.04,3.21,30000.0,0.0,30646.37,True,1802.727596507353,['Spouse'],Spouse,False,False,True,False,False,False
5291,2,Apr,35-39,No,100,Air,SIA,Gen_B,Bus,Yes,No,Yes,1,FIT,Male,Yes,0.0,138.44,68.31,170.78,0.0,0.0,377.53,False,377.5299987792969,['Alone'],Alone,True,False,False,False,False,False
5293,2,Apr,30-34,Yes,0,Air,LNI,Gen_B,Bus,No,No,No,3,FIT,Male,Yes,296.02,138.44,102.47,11.39,0.0,0.0,548.3,False,182.76666259765625,['Friends'],Friends,False,False,False,True,False,False
5294,2,Apr,35-39,No,3,Air,AXM,Gen_B,Bus,No,No,No,2,FIT,Male,Yes,0.0,138.44,170.78,341.56,0.0,0.0,650.77,False,325.385009765625,['Alone'],Alone,True,False,False,False,False,False
5308,2,Apr,20-24,No,1,Sea,Sea,Vis,Lei,Yes,No,Yes,1,FIT,Female,No,0.0,138.44,45.04,30.03,0.0,0.0,213.5,False,213.5,['Alone'],Alone,True,False,False,False,False,False
5314,2,Apr,30-34,No,18,Sea,Sea,Stp,Lei,No,No,No,1,FIT,Male,Yes,0.0,138.44,90.08,30.03,0.0,0.0,258.54,False,258.5400085449219,"['Spouse', 'Children aged 0-7 yrs', 'Parents/ Parents-in-law']","Spouse, Children aged 0-7 yrs, Parents/ Parents-in-law",False,False,True,False,True,True
5319,2,Apr,50-54,No,60,Sea,Sea,Shop,Lei,No,No,No,0,FIT,Female,Yes,0.0,145.44,9.01,12.01,0.0,0.0,166.45,False,166.4499969482422,['Alone'],Alone,True,False,False,False,False,False
5330,2,Apr,50-54,No,25,Air,SIA,Stp,Lei,Yes,No,Yes,1,FIT,Male,Yes,717.93,503.19,0.0,0.0,0.0,0.0,1221.12,False,1221.1199951171875,['Alone'],Alone,True,False,False,False,False,False
5374,2,Apr,50-54,No,3,Air,SIA,Hea_T,Hea,No,No,No,2,FIT,Male,Yes,512.33,288.44,136.62,42.69,3000.0,0.0,3980.09,False,1990.0450439453125,['Spouse'],Spouse,False,False,True,False,False,False
5376,2,Apr,25-29,No,1,Air,SIA,Gen_B,Bus,No,No,No,2,FIT,Male,No,816.91,288.44,170.78,0.0,0.0,0.0,1276.12,False,638.0599975585938,['Alone'],Alone,True,False,False,False,False,False
5395,2,Apr,45-49,No,6,Air,GIA,Hea_T,Hea,No,No,No,1,FIT,Female,No,0.0,138.44,34.16,20.49,0.0,0.0,193.08,False,193.0800018310547,['Alone'],Alone,True,False,False,False,False,False
5396,2,Apr,60-64,No,3,Air,GIA,Otr_Wrk,Lei,No,No,No,2,FIT,Male,Yes,384.25,308.44,170.78,85.39,0.0,0.0,948.85,False,474.42498779296875,['Spouse'],Spouse,False,False,True,False,False,False
5397,2,Apr,60-64,No,3,Air,GIA,Hol,Lei,No,No,No,2,F&E,Male,Yes,179.2,195.1,170.78,68.31,0.0,0.0,613.39,False,306.69500732421875,['Spouse'],Spouse,False,False,True,False,False,False
5403,2,Apr,25-29,No,36,Sea,Sea,Otr_Per,Lei,Yes,No,Yes,2,FIT,Male,Yes,0.0,138.44,6.01,3.6,0.0,0.0,148.04,False,74.0199966430664,['Alone'],Alone,True,False,False,False,False,False
5414,2,Apr,20-24,Yes,0,Air,AXM,Hol,Lei,Yes,No,Yes,3,FIT,Male,Yes,119.54,188.44,85.39,17.08,0.0,0.0,410.45,False,136.8166707356771,['Spouse'],Spouse,False,False,True,False,False,False
5445,2,Apr,25-29,No,2,Sea,Sea,Acco_Hea,Lei,No,No,No,0,FIT,Female,Yes,0.0,155.1,10.01,10.01,120.0,0.0,295.12,True,295.1199951171875,"['Children aged 0-7 yrs', 'Parents/ Parents-in-law']","Children aged 0-7 yrs, Parents/ Parents-in-law",False,False,False,False,True,True
5446,2,Apr,45-49,No,15,Sea,Sea,Vis,Lei,No,No,No,30,FIT,Female,Yes,0.0,138.44,15.01,0.0,0.0,0.0,153.45,False,5.11499989827474,['Alone'],Alone,True,False,False,False,False,False
5447,2,Apr,15-19,No,30,Sea,Sea,Vis,Lei,No,No,No,4,FIT,Female,No,0.0,188.44,75.06,18.77,0.0,0.0,282.27,False,70.56749725341797,['Parents/ Parents-in-law'],Parents/ Parents-in-law,False,False,False,False,True,False
5448,2,Apr,35-39,No,15,Sea,Sea,Vis,Lei,No,No,No,3,FIT,Male,Yes,0.0,146.77,33.36,16.68,0.0,0.0,196.81,False,65.60333251953125,"['Spouse', 'Children aged 0-7 yrs']","Spouse, Children aged 0-7 yrs",False,False,True,False,False,True
5449,2,Apr,>65,No,20,Sea,Sea,Vis,Lei,No,No,No,4,FIT,Male,Yes,0.0,258.44,37.53,26.27,0.0,0.0,322.24,False,80.55999755859375,['Alone'],Alone,True,False,False,False,False,False
5458,2,Apr,30-34,No,3,Sea,Sea,Stp,Lei,Yes,No,Yes,0,FIT,Male,Yes,0.0,2238.44,22.52,9.01,0.0,0.0,2269.96,False,2269.9599609375,['Alone'],Alone,True,False,False,False,False,False
5464,2,Apr,40-44,No,5,Air,SIA,Gen_B,Bus,Yes,Yes,No,1,FIT,Male,Yes,1167.04,238.44,683.11,102.47,0.0,0.0,2191.05,False,2191.050048828125,['Alone'],Alone,True,False,False,False,False,False
5465,2,Apr,30-34,No,4,Air,SIA,Gen_B,Bus,No,No,No,0,FIT,Male,Yes,0.0,438.44,51.23,85.39,0.0,0.0,575.06,False,575.0599975585938,['Alone'],Alone,True,False,False,False,False,False
5484,2,Apr,35-39,No,2,Air,GIA,Gen_B,Bus,No,No,No,2,FIT,Male,Yes,722.51,588.44,136.62,102.47,0.0,0.0,1550.04,False,775.02001953125,['Alone'],Alone,True,False,False,False,False,False
5516,2,Apr,20-24,No,1,Sea,Sea,Vis,Lei,Yes,No,Yes,21,FIT,Male,No,0.0,338.44,0.0,7.15,0.0,0.0,345.58,False,16.456189836774552,['Alone'],Alone,True,False,False,False,False,False
5518,2,Apr,40-44,No,10,Air,LNI,Hol,Lei,Yes,No,Yes,4,FIT,Male,Yes,0.0,438.44,85.39,42.69,0.0,0.0,566.52,False,141.6300048828125,"['Spouse', 'Children aged 8-12 yrs']","Spouse, Children aged 8-12 yrs",False,False,True,False,False,True
5525,2,Apr,25-29,No,1,Air,GIA,Otr_Per,Lei,Yes,Yes,No,0,FIT,Female,Yes,0.0,138.44,47.82,0.0,0.0,0.0,186.25,False,186.25,['Alone'],Alone,True,False,False,False,False,False
5526,2,Apr,45-49,No,3,Air,GIA,Gen_B,Bus,No,No,No,2,FIT,Male,Yes,619.7,938.44,341.56,20.49,0.0,0.0,1920.19,False,960.094970703125,['Alone'],Alone,True,False,False,False,False,False
5527,2,Apr,40-44,No,3,Air,AXM,Gen_B,Bus,No,No,No,1,FIT,Male,Yes,240.21,138.44,273.24,239.09,0.0,0.0,890.98,False,890.97998046875,['Alone'],Alone,True,False,False,False,False,False
5529,2,Apr,25-29,No,3,Air,A_Otr,Vis,Lei,No,No,No,4,FIT,Female,No,0.0,138.44,170.78,34.16,0.0,0.0,343.37,False,85.84249877929688,['Alone'],Alone,True,False,False,False,False,False
5582,2,Apr,30-34,No,9,Air,AXM,Hol,Lei,Yes,No,Yes,3,FIT,Male,No,170.78,1138.44,78.56,45.54,0.0,0.0,1433.31,False,477.77001953125,['Friends'],Friends,False,False,False,True,False,False
5591,2,Apr,25-29,No,4,Air,LNI,Gen_B,Bus,No,No,No,0,FIT,Male,No,0.0,538.44,119.54,68.31,0.0,0.0,726.29,False,726.2899780273438,['Alone'],Alone,True,False,False,False,False,False
5592,2,Apr,50-54,No,30,Air,LNI,Gen_B,Bus,No,No,No,1,FIT,Male,Yes,0.0,1537.14,0.0,0.0,0.0,0.0,1537.14,False,1537.1400146484375,['Alone'],Alone,True,False,False,False,False,False
5616,2,Apr,35-39,No,3,Air,SIA,Gen_B,Bus,No,No,No,2,FIT,Female,Yes,585.98,288.44,170.78,51.23,0.0,0.0,1096.42,False,548.2100219726562,['Business associates/ Colleagues'],Business associates/ Colleagues,False,True,False,False,False,False
5619,2,Apr,20-24,No,5,Air,A_Otr,Hol,Lei,Yes,No,Yes,3,FIT,Female,No,0.0,338.44,113.85,113.85,0.0,0.0,566.14,False,188.71333821614584,['Alone'],Alone,True,False,False,False,False,False
5631,2,Apr,25-29,Yes,0,Air,AXM,Hol,Lei,No,No,No,3,FIT,Female,Yes,91.08,381.77,34.16,11.39,0.0,0.0,518.39,False,172.79667154947916,['Friends'],Friends,False,False,False,True,False,False
5638,2,Apr,40-44,No,2,Air,AXM,Gen_B,Bus,No,No,No,6,FIT,Male,Yes,187.86,848.44,113.85,11.39,0.0,0.0,1161.53,False,193.58833821614584,['Business associates/ Colleagues'],Business associates/ Colleagues,False,True,False,False,False,False
5665,2,Apr,50-54,No,2,Air,GIA,Gen_B,Bus,No,No,No,2,FIT,Male,Yes,839.51,198.44,170.78,68.31,0.0,0.0,1277.04,False,638.52001953125,['Alone'],Alone,True,False,False,False,False,False
5680,2,Apr,45-49,No,3,Air,VLU,Shop,Lei,No,No,No,1,FIT,Female,Yes,461.1,1528.44,136.62,102.47,0.0,0.0,2228.63,False,2228.6298828125,['Alone'],Alone,True,False,False,False,False,False
5685,2,Apr,35-39,No,2,Air,GIA,Gen_B,Bus,No,No,No,2,FIT,Male,Yes,916.69,168.44,204.93,119.54,0.0,0.0,1409.6,False,704.7999877929688,['Alone'],Alone,True,False,False,False,False,False
5695,2,Apr,25-29,No,9,Air,AXM,Hol,Lei,No,No,No,3,FIT,Female,No,0.0,438.44,341.56,159.39,0.0,0.0,939.38,False,313.1266682942708,['Alone'],Alone,True,False,False,False,False,False
5699,2,Apr,40-44,No,5,Sea,Sea,Stp,Lei,Yes,Yes,No,2,FIT,Male,No,390.34,558.44,450.39,60.05,0.0,0.0,1459.21,False,729.60498046875,['Alone'],Alone,True,False,False,False,False,False
5701,2,Apr,30-34,No,7,Air,AXM,Hol,Lei,No,No,No,5,FIT,Female,No,0.0,358.44,102.47,40.99,0.0,0.0,501.89,False,100.3780029296875,['Friends'],Friends,False,False,False,True,False,False
5702,2,Apr,35-39,Yes,0,Air,AXM,Hol,Lei,No,No,No,3,FIT,Male,No,0.0,338.44,85.39,17.08,0.0,0.0,440.9,False,146.96666463216147,['Friends'],Friends,False,False,False,True,False,False
5703,2,Apr,20-24,No,4,Air,AXM,Hol,Lei,No,No,No,3,FIT,Male,No,341.56,348.44,113.85,68.31,0.0,0.0,872.16,False,290.71999104817706,['Friends'],Friends,False,False,False,True,False,False
5704,2,Apr,30-34,No,3,Air,AXM,Hol,Lei,No,No,No,3,FIT,Male,No,68.31,668.44,170.78,34.16,0.0,0.0,941.68,False,313.89333089192706,['Other relatives'],Other relatives,False,False,False,False,True,False
5709,2,Apr,45-49,No,0,Air,A_Otr,Gen_B,Bus,No,No,No,4,FIT,Male,No,337.69,138.44,0.0,10.25,0.0,0.0,486.37,False,121.59249877929688,['Alone'],Alone,True,False,False,False,False,False
5714,2,Apr,30-34,No,10,Sea,Sea,Vis,Lei,Yes,No,Yes,4,FIT,Female,No,0.0,338.44,75.06,15.01,0.0,0.0,428.51,False,107.12750244140625,['Partner/ Boyfriend/ Girlfriend'],Partner/ Boyfriend/ Girlfriend,False,False,True,False,False,False
5716,2,Apr,25-29,No,2,Land,Land,Vis,Lei,Yes,Yes,Yes,2,FIT,Female,Yes,0.0,138.44,0.0,25.62,0.0,0.0,164.05,False,82.0250015258789,['Children aged 0-7 yrs'],Children aged 0-7 yrs,False,False,False,False,False,True
5718,2,Apr,25-29,No,2,Air,A_Otr,Vis,Lei,Yes,No,Yes,1,FIT,Female,No,0.0,138.44,0.0,68.31,0.0,0.0,206.75,False,206.75,['Friends'],Friends,False,False,False,True,False,False
5721,2,Apr,45-49,No,5,Land,Land,Hol,Lei,Yes,Yes,Yes,2,FIT,Male,Yes,239.09,388.44,102.47,17.08,0.0,0.0,747.07,False,373.5350036621094,['Alone'],Alone,True,False,False,False,False,False
5726,2,Apr,30-34,No,2,Air,A_Otr,Hol,Lei,Yes,No,Yes,5,FIT,Female,Yes,0.0,388.44,102.47,17.08,0.0,0.0,507.98,False,101.59600219726562,['Spouse'],Spouse,False,False,True,False,False,False
5769,2,Apr,>65,No,2,Air,A_Otr,Hea_T,Hea,No,No,No,7,FIT,Male,Yes,546.49,238.44,341.56,146.38,1500.0,0.0,2772.86,False,396.1228724888393,['Friends'],Friends,False,False,False,True,False,False
5770,2,Apr,60-64,No,2,Air,A_Otr,Hea_T,Hea,No,No,No,5,FIT,Male,Yes,0.0,338.44,204.93,68.31,1700.0,0.0,2311.68,False,462.335986328125,['Spouse'],Spouse,False,False,True,False,False,False
5787,2,Apr,25-29,Yes,0,Air,AXM,Gen_B,Bus,No,No,No,1,FIT,Male,No,1121.29,188.44,102.47,68.31,0.0,0.0,1480.5,False,1480.5,['Business associates/ Colleagues'],Business associates/ Colleagues,False,True,False,False,False,False
5788,2,Apr,35-39,Yes,0,Air,AXM,Hol,Lei,No,No,No,3,FIT,Female,Yes,61.48,488.44,68.31,11.39,0.0,0.0,629.61,False,209.8699951171875,['Parents/ Parents-in-law'],Parents/ Parents-in-law,False,False,False,False,True,False
5853,2,Apr,45-49,No,18,Air,A_Otr,Hol,Lei,Yes,No,Yes,1,FIT,Female,Yes,0.0,188.44,0.0,0.0,0.0,1.84,190.28,False,190.27999877929688,['Other relatives'],Other relatives,False,False,False,False,True,False
5862,2,Apr,50-54,No,2,Air,GIA,Gen_B,Bus,No,No,No,8,FIT,Male,Yes,295.92,368.44,89.18,12.81,0.0,0.0,766.35,False,95.79374694824219,['Spouse'],Spouse,False,False,True,False,False,False
5863,2,Apr,35-39,Yes,0,Air,GIA,Acco_Hea,Lei,No,No,No,7,FIT,Female,Yes,85.39,438.44,85.39,18.3,3000.0,0.0,3627.51,True,518.2157156808036,"['Spouse', 'Children aged 0-7 yrs', 'Parents/ Parents-in-law']","Spouse, Children aged 0-7 yrs, Parents/ Parents-in-law",False,False,True,False,True,True
5872,2,Apr,35-39,No,0,Sea,Sea,Hol,Lei,No,No,No,2,FIT,Male,No,450.39,138.44,0.0,45.04,0.0,0.0,633.86,False,316.92999267578125,['Friends'],Friends,False,False,False,True,False,False
5873,2,Apr,40-44,No,60,Sea,Sea,Gen_B,Bus,No,No,No,0,FIT,Male,Yes,0.0,163.44,37.53,7.51,0.0,0.0,208.47,False,208.47000122070312,['Friends'],Friends,False,False,False,True,False,False
5874,2,Apr,30-34,No,10,Sea,Sea,Vis,Lei,No,No,No,0,FIT,Female,Yes,0.0,188.44,30.03,37.53,0.0,0.0,255.99,False,255.99000549316406,['Alone'],Alone,True,False,False,False,False,False
5875,2,Apr,50-54,No,5,Sea,Sea,Hol,Lei,No,No,No,0,FIT,Male,Yes,0.0,198.44,15.01,22.52,0.0,0.0,235.97,False,235.97000122070312,['Friends'],Friends,False,False,False,True,False,False
5876,2,Apr,50-54,No,20,Air,SIA,Otr_Per,Lei,Yes,Yes,No,1,FIT,Male,Yes,0.0,138.44,47.82,187.86,0.0,0.0,374.11,False,374.1099853515625,['Alone'],Alone,True,False,False,False,False,False
5877,2,Apr,35-39,No,10,Sea,Sea,Hol,Lei,No,No,No,0,FIT,Male,Yes,0.0,193.44,30.03,22.52,0.0,0.0,245.98,False,245.97999572753906,['Alone'],Alone,True,False,False,False,False,False
5878,2,Apr,40-44,No,70,Sea,Sea,Vis,Lei,No,No,No,1,FIT,Female,Yes,300.26,513.44,112.6,37.53,0.0,0.0,963.82,False,963.8200073242188,"['Spouse', 'Children aged 0-7 yrs', 'Siblings']","Spouse, Children aged 0-7 yrs, Siblings",False,False,True,False,True,True
5879,2,Apr,45-49,No,30,Sea,Sea,Hea_T,Hea,No,No,No,3,FIT,Female,Yes,0.0,258.44,100.09,120.1,230.0,0.0,708.63,False,236.21000162760416,['Alone'],Alone,True,False,False,False,False,False
5880,2,Apr,25-29,No,35,Sea,Sea,Otr_Per,Lei,Yes,Yes,No,2,FIT,Female,Yes,0.0,138.44,37.53,37.53,0.0,0.0,213.5,False,106.75,['Spouse'],Spouse,False,False,True,False,False,False
5881,2,Apr,30-34,No,5,Sea,Sea,Vis,Lei,No,No,No,1,FIT,Female,Yes,0.0,194.44,150.13,45.04,0.0,0.0,389.6,False,389.6000061035156,['Alone'],Alone,True,False,False,False,False,False
5882,2,Apr,30-34,Yes,0,Sea,Sea,Vis,Lei,No,No,No,18,FIT,Female,Yes,0.0,138.44,8.34,3.34,0.0,0.0,150.11,False,8.339444478352865,"['Children aged 0-7 yrs', 'Parents/ Parents-in-law']","Children aged 0-7 yrs, Parents/ Parents-in-law",False,False,False,False,True,True
5883,2,Apr,40-44,No,10,Sea,Sea,Hea_T,Hea,No,No,No,1,FIT,Female,Yes,97.58,138.44,75.06,45.04,1600.0,0.0,1956.12,False,1956.1199951171875,['Spouse'],Spouse,False,False,True,False,False,False
5884,2,Apr,50-54,No,50,Sea,Sea,Vis,Lei,No,No,No,1,FIT,Female,Yes,0.0,1538.44,150.13,75.06,0.0,0.0,1763.63,False,1763.6300048828125,['Spouse'],Spouse,False,False,True,False,False,False
5894,2,Apr,20-24,No,10,Air,GIA,Gen_B,Bus,No,No,No,0,FIT,Female,No,0.0,638.44,102.47,85.39,0.0,0.0,826.29,False,826.2899780273438,['Alone'],Alone,True,False,False,False,False,False
5895,2,Apr,25-29,No,0,Sea,Sea,Stp,Lei,Yes,Yes,No,1,FIT,Male,Yes,162.14,168.44,60.05,60.05,0.0,0.0,450.68,False,450.67999267578125,['Spouse'],Spouse,False,False,True,False,False,False
5897,2,Apr,40-44,No,16,Air,LNI,Gen_B,Bus,No,No,No,2,FIT,Male,Yes,717.27,538.44,170.78,0.0,0.0,0.0,1426.48,False,713.239990234375,['Alone'],Alone,True,False,False,False,False,False
5898,2,Apr,60-64,No,15,Air,LNI,Gen_B,Bus,No,No,No,2,FIT,Male,Yes,337.69,588.44,1024.67,256.17,0.0,0.0,2206.96,False,1103.47998046875,['Friends'],Friends,False,False,False,True,False,False
5920,2,Apr,>65,No,4,Air,VLU,Vis,Lei,No,No,No,7,FIT,Male,Yes,0.0,258.44,4.88,7.32,0.0,0.0,270.63,False,38.661429268973215,['Spouse'],Spouse,False,False,True,False,False,False
5921,2,Apr,25-29,No,1,Air,VLU,Acco_Hea,Lei,No,No,No,1,FIT,Female,No,426.95,288.44,85.39,68.31,1100.0,0.0,1969.08,True,1969.0799560546875,['Parents/ Parents-in-law'],Parents/ Parents-in-law,False,False,False,False,True,False
5939,2,Apr,30-34,No,40,Air,SIA,Gen_B,Bus,Yes,No,Yes,2,FIT,Male,No,0.0,138.44,119.54,51.23,0.0,0.0,309.21,False,154.60499572753906,['Alone'],Alone,True,False,False,False,False,False
5950,2,Apr,40-44,No,2,Air,A_Otr,Vis,Lei,No,No,No,30,FIT,Female,Yes,0.0,180.44,0.0,0.0,0.0,0.0,180.44,False,6.014666748046875,['Alone'],Alone,True,False,False,False,False,False
5958,2,Apr,25-29,Yes,0,Air,AXM,Hol,Lei,Yes,No,Yes,2,FIT,Female,No,64.9,138.44,68.31,17.08,0.0,0.0,288.72,False,144.36000061035156,['Friends'],Friends,False,False,False,True,False,False
5981,2,Apr,35-39,No,20,Sea,Sea,Acco_Hea,Lei,No,No,No,0,FIT,Female,Yes,0.0,238.44,22.52,22.52,180.0,0.0,463.47,True,463.4700012207031,['Parents/ Parents-in-law'],Parents/ Parents-in-law,False,False,False,False,True,False
5982,2,Apr,45-49,No,6,Air,LNI,Hol,Lei,No,No,No,2,FIT,Male,Yes,50.09,308.44,51.23,25.62,0.0,0.0,435.38,False,217.69000244140625,"['Spouse', 'Children aged 0-7 yrs']","Spouse, Children aged 0-7 yrs",False,False,True,False,False,True
5983,2,Apr,40-44,No,15,Sea,Sea,Hol,Lei,No,No,No,0,FIT,Male,Yes,0.0,438.44,75.06,75.06,0.0,0.0,588.57,False,588.5700073242188,['Alone'],Alone,True,False,False,False,False,False
5984,2,Apr,25-29,No,10,Air,A_Otr,Otr_Per,Lei,Yes,Yes,No,1,FIT,Female,Yes,93.93,338.44,17.08,34.16,0.0,0.0,483.6,False,483.6000061035156,['Spouse'],Spouse,False,False,True,False,False,False
5985,2,Apr,20-24,No,15,Sea,Sea,Vis,Lei,No,No,No,1,FIT,Female,No,0.0,1638.44,60.05,360.31,0.0,0.0,2058.8,False,2058.800048828125,['Alone'],Alone,True,False,False,False,False,False
5986,2,Apr,20-24,No,4,Sea,Sea,Hol,Lei,No,No,No,0,FIT,Female,No,0.0,168.44,10.51,15.01,0.0,0.0,193.96,False,193.9600067138672,['Other relatives'],Other relatives,False,False,False,False,True,False
5987,2,Apr,45-49,No,50,Sea,Sea,Vis,Lei,No,No,No,14,FIT,Male,Yes,0.0,198.44,64.34,4.29,0.0,0.0,267.07,False,19.076429094587052,['Alone'],Alone,True,False,False,False,False,False
5988,2,Apr,20-24,No,30,Sea,Sea,Vis,Lei,No,No,No,2,FIT,Male,No,0.0,168.44,75.06,0.0,0.0,0.0,243.5,False,121.75,['Business associates/ Colleagues'],Business associates/ Colleagues,False,True,False,False,False,False
5989,2,Apr,30-34,No,100,Sea,Sea,Gen_B,Bus,No,No,No,0,FIT,Male,Yes,0.0,338.44,45.04,45.04,0.0,0.0,428.51,False,428.510009765625,['Alone'],Alone,True,False,False,False,False,False
5990,2,Apr,40-44,No,6,Sea,Sea,Hol,Lei,No,No,No,2,FIT,Female,Yes,32.53,138.44,150.13,75.06,0.0,0.0,396.16,False,198.0800018310547,['Friends'],Friends,False,False,False,True,False,False
5991,2,Apr,50-54,No,10,Sea,Sea,Vis,Lei,No,No,No,14,FIT,Male,Yes,0.0,188.44,15.01,4.29,0.0,0.0,207.74,False,14.83857182094029,['Alone'],Alone,True,False,False,False,False,False
5992,2,Apr,35-39,Yes,0,Sea,Sea,Hol,Lei,No,No,No,0,F&E,Male,Yes,0.0,168.44,15.01,0.0,0.0,0.0,183.45,False,183.4499969482422,['Friends'],Friends,False,False,False,True,False,False
5993,2,Apr,35-39,No,20,Sea,Sea,Hol,Lei,No,No,No,0,FIT,Male,Yes,0.0,218.44,15.01,15.01,0.0,0.0,248.46,False,248.4600067138672,['Alone'],Alone,True,False,False,False,False,False
6004,2,Apr,50-54,No,2,Air,SIA,Gen_B,Bus,No,No,No,1,FIT,Female,Yes,916.69,138.44,136.62,102.47,0.0,0.0,1294.21,False,1294.2099609375,['Alone'],Alone,True,False,False,False,False,False
6005,2,Apr,40-44,No,2,Air,SIA,Gen_B,Bus,No,No,No,3,FIT,Male,Yes,585.78,788.44,273.24,68.31,0.0,0.0,1715.77,False,571.92333984375,['Alone'],Alone,True,False,False,False,False,False
6033,2,Apr,25-29,Yes,0,Air,A_Otr,Hol,Lei,Yes,Yes,No,1,FIT,Female,Yes,170.78,188.44,213.47,34.16,0.0,0.0,606.84,False,606.8400268554688,"['Spouse', 'Children aged 0-7 yrs']","Spouse, Children aged 0-7 yrs",False,False,True,False,False,True
6034,2,Apr,40-44,No,2,Air,AXM,Hol,Lei,No,No,No,4,FIT,Female,Yes,409.87,918.44,61.48,17.08,0.0,0.0,1406.86,False,351.7149963378906,['Friends'],Friends,False,False,False,True,False,False
6035,2,Apr,15-19,No,1,Air,GIA,Hea_T,Hea,No,No,No,4,FIT,Male,No,512.33,471.77,170.78,42.69,500.0,0.0,1697.58,False,424.3949890136719,['Parents/ Parents-in-law'],Parents/ Parents-in-law,False,False,False,False,True,False
6036,2,Apr,40-44,No,10,Air,GIA,Gen_B,Bus,No,No,No,2,FIT,Male,Yes,347.65,488.44,341.56,341.56,0.0,0.0,1519.19,False,759.594970703125,['Alone'],Alone,True,False,False,False,False,False
6047,2,Apr,30-34,No,3,Air,AXM,Hol,Lei,No,No,No,1,FIT,Female,No,341.56,138.44,68.31,34.16,0.0,0.0,582.46,False,582.4600219726562,['Friends'],Friends,False,False,False,True,False,False
6049,2,Apr,55-59,No,9,Land,Land,Vis,Lei,Yes,Yes,Yes,9,FIT,Male,Yes,284.63,138.44,151.8,18.98,0.0,0.0,593.84,False,65.98222520616319,['Alone'],Alone,True,False,False,False,False,False
6050,2,Apr,20-24,No,6,Air,AXM,Stp,Lei,No,No,No,1,FIT,Male,No,204.93,138.44,102.47,20.49,0.0,0.0,466.33,False,466.3299865722656,['Alone'],Alone,True,False,False,False,False,False
